region,gender,year,lowerbound,upperbound,mean_estimate,country,age_group,ci_width,malnutrition_level,condition
Eastern Mediterranean,Both,2016,3.71994,6.16078,4.8563,OMN,Adult,2.44084,Low,Malnutrition
South-East Asia,Female,2021,10.15858,14.43186,12.20963,BGD,Adult,4.27328,Moderate,Malnutrition
Americas,Both,2020,1.6196,9.10762,4.46203,BMU,Adult,7.488020000000001,Low,Malnutrition
Western Pacific,Both,2014,12.0269,15.91424,13.91826,KHM,Adult,3.88734,Moderate,Malnutrition
Western Pacific,Male,2015,1.12609,3.44453,2.1123,FSM,Adult,2.31844,Low,Malnutrition
Western Pacific,Female,2020,0.35911,2.08255,1.00005,KIR,Adult,1.7234399999999999,Low,Malnutrition
Europe,Male,2020,0.29616,1.18216,0.63503,ALB,Adult,0.8860000000000001,Low,Malnutrition
Europe,Male,2018,0.38613,1.48791,0.82801,EST,Adult,1.1017800000000002,Low,Malnutrition
Western Pacific,Male,2022,0.10066,1.58999,0.571,COK,Adult,1.48933,Low,Malnutrition
Americas,Female,2012,4.01285,6.10603,5.00985,DOM,Adult,2.0931799999999994,Low,Malnutrition
Europe,Both,2014,2.91018,3.90773,3.38284,FRA,Adult,0.9975499999999999,Low,Malnutrition
Eastern Mediterranean,Female,2022,10.77271,20.56515,15.44588,SDN,Adult,9.79244,Moderate,Malnutrition
Eastern Mediterranean,Male,2015,1.95138,4.14865,2.92528,PSE,Adult,2.19727,Low,Malnutrition
Americas,Both,2017,2.73902,7.2134,4.69275,DMA,Adult,4.47438,Low,Malnutrition
Africa,Male,2017,12.62971,23.33402,17.80071,BWA,Adult,10.70431,Moderate,Malnutrition
Europe,Female,2022,1.61536,4.82733,2.95889,GEO,Adult,3.21197,Low,Malnutrition
Europe,Female,2022,1.11079,7.54453,3.53459,MKD,Adult,6.43374,Low,Malnutrition
,Male,2012,1.72346,2.07081,1.89273,AMR,Adult,0.3473499999999998,Low,Malnutrition
Americas,Female,2021,1.33853,2.75612,1.95793,Argentina,Adult,1.4175900000000001,Low,Malnutrition
Europe,Male,2015,0.78168,2.29918,1.41144,GRL,Adult,1.5174999999999996,Low,Malnutrition
,Both,2016,4.76174,5.29142,5.02318,WB_UMI,Adult,0.5296799999999999,Low,Malnutrition
Eastern Mediterranean,Male,2013,1.55533,6.0872,3.4113,SYR,Adult,4.53187,Low,Malnutrition
Eastern Mediterranean,Male,2022,0.53092,3.33887,1.53628,QAT,Adult,2.80795,Low,Malnutrition
Americas,Male,2017,4.11564,13.13974,8.0648,SUR,Adult,9.0241,Low,Malnutrition
Africa,Male,2016,6.0019,9.50331,7.65142,GHA,Adult,3.501410000000001,Low,Malnutrition
Americas,Male,2017,2.89356,5.95849,4.27836,DOM,Adult,3.0649300000000004,Low,Malnutrition
Europe,Male,2018,0.4995,1.48589,0.91098,BLR,Adult,0.9863899999999999,Low,Malnutrition
Africa,Both,2012,23.70662,27.56153,25.6413,ETH,Adult,3.8549100000000003,High,Malnutrition
Africa,Both,2022,26.14177,40.66882,33.39653,ERI,Adult,14.527049999999996,High,Malnutrition
Africa,Both,2012,4.92481,8.16353,6.46495,CPV,Adult,3.23872,Low,Malnutrition
Americas,Both,2020,1.51518,3.56032,2.40126,BLZ,Adult,2.04514,Low,Malnutrition
Americas,Male,2017,0.87283,1.48555,1.15662,USA,Adult,0.6127199999999999,Low,Malnutrition
Europe,Female,2020,1.83461,3.64799,2.63714,BLR,Adult,1.81338,Low,Malnutrition
Africa,Male,2012,6.84012,20.31733,12.75424,MRT,Adult,13.47721,Moderate,Malnutrition
Western Pacific,Male,2019,1.71479,2.52418,2.0877,KOR,Adult,0.8093899999999998,Low,Malnutrition
Africa,Male,2017,3.35464,8.41558,5.60145,SWZ,Adult,5.06094,Low,Malnutrition
Western Pacific,Female,2019,1.44076,2.59299,1.96717,AUS,Adult,1.1522299999999999,Low,Malnutrition
Eastern Mediterranean,Female,2014,1.15769,4.75218,2.59164,SYR,Adult,3.59449,Low,Malnutrition
Africa,Female,2022,10.75322,22.10387,16.14259,TCD,Adult,11.35065,Moderate,Malnutrition
Americas,Female,2013,2.05083,2.98264,2.47952,CAN,Adult,0.93181,Low,Malnutrition
Africa,Female,2013,2.08607,5.05593,3.36,SYC,Adult,2.96986,Low,Malnutrition
Europe,Female,2016,4.08997,6.00446,4.99106,FRA,Adult,1.9144899999999998,Low,Malnutrition
Africa,Both,2015,8.62402,12.82938,10.62052,MOZ,Adult,4.205360000000001,Moderate,Malnutrition
Europe,Female,2015,2.09846,4.42898,3.15213,AUT,Adult,2.33052,Low,Malnutrition
South-East Asia,Female,2012,6.01234,8.19149,7.05078,THA,Adult,2.17915,Low,Malnutrition
Americas,Both,2022,1.45078,5.56737,3.06014,HND,Adult,4.11659,Low,Malnutrition
,Both,2022,5.45035,6.93506,6.15114,EMR,Adult,1.4847099999999998,Low,Malnutrition
Africa,Female,2018,1.37708,4.83876,2.79838,SYC,Adult,3.4616799999999994,Low,Malnutrition
Americas,Female,2022,0.83652,2.72442,1.6131,BOL,Adult,1.8878999999999997,Low,Malnutrition
Europe,Female,2013,1.73531,2.93027,2.29857,ESP,Adult,1.1949600000000002,Low,Malnutrition
Europe,Male,2013,1.31386,2.14169,1.69799,FRA,Adult,0.8278300000000001,Low,Malnutrition
Europe,Female,2020,1.28018,2.83904,1.96867,ALB,Adult,1.5588599999999997,Low,Malnutrition
Africa,Female,2012,7.84756,11.40747,9.58658,Sierra Leone,Adult,3.5599100000000004,Low,Malnutrition
Western Pacific,Both,2016,1.51948,3.76073,2.5185,VUT,Adult,2.24125,Low,Malnutrition
Americas,Both,2015,2.70096,6.58473,4.4079,GRD,Adult,3.8837700000000006,Low,Malnutrition
Eastern Mediterranean,Female,2016,2.11237,6.71916,4.12788,LBY,Adult,4.60679,Low,Malnutrition
Western Pacific,Both,2017,5.42686,7.86292,6.5713,SGP,Adult,2.4360600000000003,Low,Malnutrition
Americas,Female,2018,2.37824,5.03521,3.56546,JAM,Adult,2.6569700000000003,Low,Malnutrition
Africa,Both,2020,7.09209,10.21488,8.56754,RWA,Adult,3.122790000000001,Low,Malnutrition
Western Pacific,Female,2019,4.34536,6.94014,5.54608,MYS,Adult,2.59478,Low,Malnutrition
Europe,Both,2022,0.84277,2.9553,1.66554,MNE,Adult,2.1125299999999996,Low,Malnutrition
,Both,2020,11.3009,12.73813,12.00945,WB_LMI,Adult,1.4372299999999996,Moderate,Malnutrition
Eastern Mediterranean,Female,2012,5.60844,8.87171,7.13881,OMN,Adult,3.2632700000000003,Low,Malnutrition
Western Pacific,Both,2015,1.31944,2.96568,2.02132,FSM,Adult,1.64624,Low,Malnutrition
Europe,Female,2017,1.53467,3.28633,2.31154,EST,Adult,1.75166,Low,Malnutrition
Western Pacific,Male,2014,0.07216,0.9765,0.37302,NIU,Adult,0.90434,Low,Malnutrition
Europe,Both,2019,1.66098,3.0931,2.32617,ROU,Adult,1.4321200000000003,Low,Malnutrition
Europe,Both,2018,1.74779,2.71085,2.20015,TUR,Adult,0.9630600000000002,Low,Malnutrition
Europe,Male,2019,0.86044,1.58494,1.181,DNK,Adult,0.7245,Low,Malnutrition
Africa,Female,2012,5.67934,8.56837,7.06218,LBR,Adult,2.88903,Low,Malnutrition
Western Pacific,Female,2013,18.05894,21.76681,19.90366,VNM,Adult,3.7078699999999998,Moderate,Malnutrition
Europe,Both,2012,2.70481,4.71054,3.63126,KGZ,Adult,2.00573,Low,Malnutrition
Africa,Both,2022,4.53093,7.52921,5.89717,LBR,Adult,2.9982800000000003,Low,Malnutrition
Europe,Male,2017,0.83981,2.20489,1.43253,ROU,Adult,1.3650799999999998,Low,Malnutrition
Europe,Both,2015,2.10799,3.70136,2.82629,ARM,Adult,1.5933700000000002,Low,Malnutrition
Africa,Female,2021,7.99369,16.83864,12.14907,COD,Adult,8.84495,Moderate,Malnutrition
Eastern Mediterranean,Both,2018,1.31409,3.49554,2.22614,QAT,Adult,2.18145,Low,Malnutrition
Western Pacific,Male,2020,0.69234,1.63688,1.09289,AUS,Adult,0.9445399999999999,Low,Malnutrition
Americas,Both,2018,1.25313,2.68883,1.88076,BOL,Adult,1.4356999999999998,Low,Malnutrition
Europe,Male,2013,0.41961,0.81211,0.59863,DEU,Adult,0.3925,Low,Malnutrition
Africa,Female,2012,13.14056,16.95588,14.97293,BFA,Adult,3.81532,Moderate,Malnutrition
Africa,Both,2022,4.34607,9.86516,6.82201,LSO,Adult,5.519089999999999,Low,Malnutrition
Europe,Female,2021,1.5531,3.82711,2.52744,UZB,Adult,2.2740099999999996,Low,Malnutrition
Eastern Mediterranean,Female,2017,1.08828,5.26342,2.71541,SYR,Adult,4.17514,Low,Malnutrition
Europe,Both,2017,0.95849,1.61248,1.26622,GRC,Adult,0.65399,Low,Malnutrition
Europe,Female,2020,1.29284,3.36812,2.14688,UKR,Adult,2.07528,Low,Malnutrition
Europe,Female,2012,3.36229,5.37674,4.32504,SRB,Adult,2.01445,Low,Malnutrition
Americas,Both,2017,2.03587,4.83251,3.2516,BRB,Adult,2.79664,Low,Malnutrition
South-East Asia,Male,2022,10.88839,19.3268,14.96741,LKA,Adult,8.43841,Moderate,Malnutrition
Africa,Male,2018,4.10863,9.3611,6.47026,CMR,Adult,5.252470000000001,Low,Malnutrition
Americas,Female,2022,0.45816,1.68519,0.95474,CHL,Adult,1.22703,Low,Malnutrition
Americas,Male,2013,3.30184,5.74315,4.44563,DOM,Adult,2.44131,Low,Malnutrition
Africa,Female,2020,4.06423,8.33701,5.99691,MRT,Adult,4.272779999999999,Low,Malnutrition
Europe,Male,2017,1.1674,2.76785,1.86894,KAZ,Adult,1.6004500000000002,Low,Malnutrition
Africa,Female,2016,4.32672,8.58743,6.22227,COM,Adult,4.2607099999999996,Low,Malnutrition
Western Pacific,Both,2018,8.94809,12.63097,10.71895,PHL,Adult,3.682879999999999,Moderate,Malnutrition
,Both,2014,6.42082,7.03185,6.72445,WPR,Adult,0.6110300000000004,Low,Malnutrition
South-East Asia,Male,2019,13.21087,22.36829,17.53221,TLS,Adult,9.157419999999998,Moderate,Malnutrition
Western Pacific,Female,2016,0.45452,1.90149,1.04223,KIR,Adult,1.4469699999999999,Low,Malnutrition
Western Pacific,Female,2017,1.53172,2.4715,1.9679,AUS,Adult,0.9397799999999998,Low,Malnutrition
Americas,Both,2022,5.05901,10.43047,7.45397,GUY,Adult,5.37146,Low,Malnutrition
Americas,Male,2012,4.30734,12.87717,8.03264,SUR,Adult,8.56983,Low,Malnutrition
Europe,Male,2014,0.43864,1.22006,0.77372,HRV,Adult,0.78142,Low,Malnutrition
Europe,Male,2014,0.24835,1.15571,0.61063,LUX,Adult,0.90736,Low,Malnutrition
Africa,Female,2015,5.08913,7.62703,6.27747,CMR,Adult,2.5379000000000005,Low,Malnutrition
South-East Asia,Both,2013,21.19563,25.88383,23.51603,TLS,Adult,4.688199999999998,High,Malnutrition
Western Pacific,Both,2013,1.5728,2.98445,2.21729,SLB,Adult,1.4116499999999998,Low,Malnutrition
,Both,2017,11.28683,12.48234,11.8726,AFR,Adult,1.1955100000000005,Moderate,Malnutrition
Western Pacific,Both,2022,1.36292,5.67288,3.08786,PNG,Adult,4.30996,Low,Malnutrition
Europe,Both,2016,1.6105,2.37428,1.97153,POL,Adult,0.7637800000000001,Low,Malnutrition
Western Pacific,Male,2016,3.48885,4.61273,4.01934,CHN,Adult,1.1238800000000002,Low,Malnutrition
Europe,Female,2020,1.26932,7.3556,3.58245,MKD,Adult,6.08628,Low,Malnutrition
Europe,Female,2012,2.31055,4.01372,3.05722,ARM,Adult,1.70317,Low,Malnutrition
Eastern Mediterranean,Female,2018,3.42273,6.64175,4.87256,SAU,Adult,3.21902,Low,Malnutrition
Africa,Female,2021,1.47631,5.05541,2.93386,SWZ,Adult,3.5791000000000004,Low,Malnutrition
Eastern Mediterranean,Female,2021,1.55025,6.25359,3.47267,TUN,Adult,4.70334,Low,Malnutrition
Eastern Mediterranean,Male,2020,3.91724,9.79589,6.5232,MAR,Adult,5.87865,Low,Malnutrition
Western Pacific,Male,2020,4.44338,8.37793,6.21815,MYS,Adult,3.934549999999999,Low,Malnutrition
Europe,Female,2015,1.13123,2.75779,1.82955,NOR,Adult,1.62656,Low,Malnutrition
Europe,Female,2019,2.03923,4.22296,3.01068,ITA,Adult,2.1837299999999997,Low,Malnutrition
Europe,Female,2019,1.09017,3.32053,2.02509,SWE,Adult,2.23036,Low,Malnutrition
Americas,Male,2021,1.19797,12.44323,5.09293,ATG,Adult,11.24526,Low,Malnutrition
Americas,Female,2017,1.16152,1.53068,1.34023,PER,Adult,0.36915999999999993,Low,Malnutrition
Africa,Male,2020,9.49368,14.55256,11.90594,UGA,Adult,5.05888,Moderate,Malnutrition
Africa,Both,2017,2.72773,6.02218,4.15236,SYC,Adult,3.2944499999999994,Low,Malnutrition
Western Pacific,Female,2017,0.15171,1.05616,0.47803,NRU,Adult,0.90445,Low,Malnutrition
Americas,Both,2019,2.26253,3.53526,2.86521,COL,Adult,1.2727300000000001,Low,Malnutrition
Europe,Male,2020,0.27422,1.40063,0.68575,SVK,Adult,1.12641,Low,Malnutrition
South-East Asia,Male,2015,17.42477,21.95934,19.70326,BGD,Adult,4.534570000000002,Moderate,Malnutrition
Americas,Male,2016,0.92203,1.80236,1.3148,Argentina,Adult,0.88033,Low,Malnutrition
Western Pacific,Both,2022,1.00874,1.59075,1.27894,NZL,Adult,0.5820100000000001,Low,Malnutrition
Western Pacific,Female,2014,2.34049,5.45701,3.72775,FJI,Adult,3.1165200000000004,Low,Malnutrition
Europe,Male,2017,0.53273,1.55571,0.95979,BLR,Adult,1.02298,Low,Malnutrition
South-East Asia,Both,2022,4.73222,7.81888,6.15589,THA,Adult,3.08666,Low,Malnutrition
Europe,Female,2017,2.40741,4.49623,3.3694,ROU,Adult,2.0888199999999997,Low,Malnutrition
Europe,Male,2018,0.5099,1.61334,0.9657,BEL,Adult,1.10344,Low,Malnutrition
Africa,Both,2014,6.34766,15.27911,10.18763,GNB,Adult,8.931449999999998,Moderate,Malnutrition
Eastern Mediterranean,Male,2015,1.63896,5.16938,3.13178,BHR,Adult,3.5304200000000003,Low,Malnutrition
Africa,Male,2018,4.6651,8.69597,6.54747,LBR,Adult,4.030870000000001,Low,Malnutrition
Western Pacific,Male,2017,0.74464,2.62864,1.51592,SLB,Adult,1.884,Low,Malnutrition
Africa,Female,2017,1.75122,4.44462,2.93482,SWZ,Adult,2.6933999999999996,Low,Malnutrition
Europe,Male,2013,0.45651,1.01993,0.70045,FIN,Adult,0.56342,Low,Malnutrition
Europe,Male,2020,1.32873,4.99497,2.82665,ARM,Adult,3.66624,Low,Malnutrition
Western Pacific,Female,2014,1.01012,2.63179,1.71777,MHL,Adult,1.6216700000000002,Low,Malnutrition
Eastern Mediterranean,Both,2017,2.70925,6.38552,4.33276,LBY,Adult,3.6762699999999997,Low,Malnutrition
,Male,2013,1.71598,2.06156,1.88634,AMR,Adult,0.34558,Low,Malnutrition
Europe,Female,2014,1.70285,3.00282,2.31757,ESP,Adult,1.2999699999999998,Low,Malnutrition
Eastern Mediterranean,Female,2015,11.59344,18.59695,15.00735,SDN,Adult,7.00351,Moderate,Malnutrition
Africa,Both,2017,28.43936,38.6269,33.54841,ERI,Adult,10.187539999999998,High,Malnutrition
Eastern Mediterranean,Female,2017,1.788,3.91525,2.72175,ARE,Adult,2.12725,Low,Malnutrition
Americas,Female,2015,4.97805,9.14769,6.94038,TTO,Adult,4.169640000000001,Low,Malnutrition
Europe,Both,2022,1.69407,4.09394,2.71341,ARM,Adult,2.39987,Low,Malnutrition
Americas,Both,2016,0.57119,1.05316,0.79375,CHL,Adult,0.4819700000000001,Low,Malnutrition
Africa,Female,2012,4.68207,7.79296,6.11668,Gabon,Adult,3.1108899999999995,Low,Malnutrition
Europe,Male,2012,0.46514,1.006,0.70196,FIN,Adult,0.54086,Low,Malnutrition
Americas,Both,2016,3.96059,5.96288,4.90557,CUB,Adult,2.0022900000000003,Low,Malnutrition
,Male,2016,12.07617,13.94453,12.99269,AFR,Adult,1.868360000000001,Moderate,Malnutrition
Europe,Female,2017,2.13976,4.00655,2.99017,DNK,Adult,1.86679,Low,Malnutrition
Western Pacific,Male,2017,0.05597,0.54831,0.21525,NRU,Adult,0.49233999999999994,Low,Malnutrition
,Female,2021,12.34978,15.13478,13.68964,WB_LI,Adult,2.7849999999999984,Moderate,Malnutrition
Americas,Male,2020,1.57243,3.25228,2.31142,BRA,Adult,1.6798499999999998,Low,Malnutrition
Europe,Both,2014,1.07463,1.75535,1.38693,CZE,Adult,0.68072,Low,Malnutrition
Africa,Female,2020,5.22701,8.08506,6.57191,RWA,Adult,2.8580500000000004,Low,Malnutrition
Eastern Mediterranean,Male,2015,1.54335,2.9307,2.17059,EGY,Adult,1.3873499999999999,Low,Malnutrition
Europe,Male,2012,0.40385,0.92237,0.62967,CZE,Adult,0.5185200000000001,Low,Malnutrition
Africa,Female,2020,7.27033,12.25565,9.6165,NGA,Adult,4.985319999999999,Low,Malnutrition
Eastern Mediterranean,Female,2012,11.3909,18.59646,14.9168,SDN,Adult,7.20556,Moderate,Malnutrition
Europe,Male,2013,0.88932,2.48375,1.55819,AZE,Adult,1.59443,Low,Malnutrition
Africa,Female,2020,4.70204,9.40303,6.87148,STP,Adult,4.700989999999999,Low,Malnutrition
Africa,Female,2015,6.83202,10.35888,8.52475,ZMB,Adult,3.526859999999999,Low,Malnutrition
Europe,Female,2014,1.12484,5.3053,2.79841,CYP,Adult,4.18046,Low,Malnutrition
Americas,Male,2016,1.53761,3.59989,2.42647,CRI,Adult,2.06228,Low,Malnutrition
Western Pacific,Male,2016,3.38465,6.20182,4.68046,SGP,Adult,2.8171699999999995,Low,Malnutrition
Europe,Both,2016,1.36472,1.68392,1.52058,GBR,Adult,0.31920000000000015,Low,Malnutrition
Americas,Female,2019,1.31854,4.21393,2.53576,NIC,Adult,2.8953900000000004,Low,Malnutrition
Europe,Female,2019,1.17049,4.76585,2.4766,MNE,Adult,3.5953600000000003,Low,Malnutrition
Europe,Both,2019,0.89269,2.81283,1.68447,ISL,Adult,1.92014,Low,Malnutrition
Western Pacific,Both,2014,8.18707,9.39934,8.78981,JPN,Adult,1.2122700000000002,Low,Malnutrition
South-East Asia,Male,2016,6.22273,9.88799,7.92231,THA,Adult,3.66526,Low,Malnutrition
Africa,Male,2021,5.58459,11.37888,8.24944,ZAF,Adult,5.79429,Low,Malnutrition
Americas,Male,2015,2.25578,6.43263,4.03897,VCT,Adult,4.17685,Low,Malnutrition
Africa,Male,2018,6.42525,13.63522,9.73378,ZMB,Adult,7.20997,Low,Malnutrition
Europe,Female,2020,0.70363,2.03663,1.25347,IRL,Adult,1.3330000000000002,Low,Malnutrition
Western Pacific,Both,2014,1.6773,3.70446,2.58943,VUT,Adult,2.0271600000000003,Low,Malnutrition
Africa,Both,2020,5.57093,15.24863,10.02952,AGO,Adult,9.677700000000002,Moderate,Malnutrition
Africa,Both,2019,4.35019,9.3744,6.56455,COM,Adult,5.02421,Low,Malnutrition
Americas,Female,2022,3.30904,7.09991,5.00299,VEN,Adult,3.7908700000000004,Low,Malnutrition
Africa,Both,2015,7.57264,9.95783,8.70995,RWA,Adult,2.3851899999999997,Low,Malnutrition
Africa,Both,2017,16.1408,21.60816,18.87824,SEN,Adult,5.467360000000003,Moderate,Malnutrition
Americas,Male,2021,2.33213,6.74128,4.20902,DOM,Adult,4.40915,Low,Malnutrition
Western Pacific,Female,2016,1.56103,2.43548,1.96766,AUS,Adult,0.8744500000000002,Low,Malnutrition
Americas,Male,2019,1.13235,1.82551,1.46071,MEX,Adult,0.69316,Low,Malnutrition
Europe,Male,2020,0.44253,1.34765,0.82694,POL,Adult,0.90512,Low,Malnutrition
South-East Asia,Male,2015,4.1779,22.61275,11.5009,PRK,Adult,18.434849999999997,Moderate,Malnutrition
Americas,Male,2021,2.32777,6.22144,4.01468,VEN,Adult,3.89367,Low,Malnutrition
Africa,Female,2019,7.46804,12.02434,9.62403,NGA,Adult,4.5563,Low,Malnutrition
Europe,Male,2021,0.1257,1.50604,0.57162,LTU,Adult,1.3803400000000001,Low,Malnutrition
South-East Asia,Both,2012,16.75499,20.13316,18.41386,LKA,Adult,3.378170000000001,Moderate,Malnutrition
South-East Asia,Female,2014,13.12678,17.21591,15.15554,LKA,Adult,4.089130000000001,Moderate,Malnutrition
Africa,Both,2018,13.94878,22.57471,17.84613,MDG,Adult,8.62593,Moderate,Malnutrition
Americas,Both,2014,2.57186,3.47086,2.99764,COL,Adult,0.899,Low,Malnutrition
Europe,Female,2018,0.87349,3.41768,1.91672,MLT,Adult,2.54419,Low,Malnutrition
South-East Asia,Male,2020,12.33905,19.69455,15.93897,LKA,Adult,7.355499999999999,Moderate,Malnutrition
Western Pacific,Both,2020,0.31603,1.31716,0.71016,KIR,Adult,1.00113,Low,Malnutrition
Eastern Mediterranean,Male,2012,2.05843,3.91614,2.90517,JOR,Adult,1.85771,Low,Malnutrition
Eastern Mediterranean,Female,2015,2.16991,6.61887,4.1169,LBY,Adult,4.4489600000000005,Low,Malnutrition
Americas,Both,2014,2.86028,3.59826,3.21983,BRA,Adult,0.7379799999999999,Low,Malnutrition
Africa,Both,2014,10.31217,14.39095,12.28819,KEN,Adult,4.07878,Moderate,Malnutrition
Europe,Female,2022,2.24116,6.54854,4.11505,SRB,Adult,4.30738,Low,Malnutrition
Americas,Female,2015,2.86624,10.84596,6.19609,SUR,Adult,7.97972,Low,Malnutrition
Africa,Male,2019,8.00147,17.43757,12.42004,TZA,Adult,9.436100000000001,Moderate,Malnutrition
Europe,Both,2022,1.10931,2.92641,1.88836,AUT,Adult,1.8171000000000002,Low,Malnutrition
Africa,Both,2016,6.01269,8.13326,7.03877,GHA,Adult,2.12057,Low,Malnutrition
Africa,Both,2015,8.22596,13.94904,10.87305,GIN,Adult,5.7230799999999995,Moderate,Malnutrition
Eastern Mediterranean,Male,2012,11.68655,16.2092,13.90686,PAK,Adult,4.522649999999999,Moderate,Malnutrition
Western Pacific,Female,2015,0.0667,1.83648,0.58697,TKL,Adult,1.76978,Low,Malnutrition
Western Pacific,Male,2014,3.29514,7.2402,5.052,BRN,Adult,3.94506,Low,Malnutrition
Eastern Mediterranean,Male,2018,7.96861,12.76827,10.24143,PAK,Adult,4.799659999999999,Moderate,Malnutrition
Africa,Female,2015,8.14973,11.40801,9.70666,NGA,Adult,3.258280000000001,Low,Malnutrition
Europe,Both,2022,0.70098,2.19973,1.31591,SWE,Adult,1.4987500000000002,Low,Malnutrition
Europe,Both,2019,3.05589,4.45339,3.70242,FRA,Adult,1.3974999999999995,Low,Malnutrition
Americas,Both,2018,1.35074,2.09667,1.69571,Argentina,Adult,0.74593,Low,Malnutrition
Western Pacific,Male,2015,0.09095,0.63722,0.28628,TON,Adult,0.54627,Low,Malnutrition
Americas,Female,2022,0.93825,3.94584,2.15718,URY,Adult,3.00759,Low,Malnutrition
Western Pacific,Female,2016,0.30272,2.19731,1.02471,TUV,Adult,1.89459,Low,Malnutrition
Africa,Male,2016,6.79865,9.92357,8.30992,ZAF,Adult,3.1249199999999995,Low,Malnutrition
Europe,Female,2019,1.99032,3.19248,2.54434,SVN,Adult,1.2021600000000001,Low,Malnutrition
Africa,Both,2014,3.12209,5.96651,4.41408,SYC,Adult,2.8444200000000004,Low,Malnutrition
Africa,Female,2017,7.23144,10.4494,8.77517,KEN,Adult,3.2179600000000006,Low,Malnutrition
Europe,Male,2020,0.41358,1.29327,0.77069,GRC,Adult,0.8796899999999999,Low,Malnutrition
Americas,Both,2016,1.42739,2.1251,1.75577,Argentina,Adult,0.6977100000000003,Low,Malnutrition
Americas,Both,2014,1.40904,2.0779,1.71571,ECU,Adult,0.66886,Low,Malnutrition
Africa,Male,2018,3.52341,8.13692,5.61844,MUS,Adult,4.61351,Low,Malnutrition
Europe,Both,2022,0.90113,2.57071,1.58989,PRT,Adult,1.66958,Low,Malnutrition
Africa,Male,2012,8.61841,23.90149,15.62025,SSD,Adult,15.283079999999998,Moderate,Malnutrition
Americas,Female,2018,1.49147,3.98545,2.56875,BLZ,Adult,2.49398,Low,Malnutrition
Europe,Both,2014,2.12786,3.33333,2.68873,BGR,Adult,1.20547,Low,Malnutrition
Africa,Female,2019,13.68145,21.37381,17.32081,SEN,Adult,7.692359999999999,Moderate,Malnutrition
Western Pacific,Male,2017,0.04792,0.73164,0.26032,ASM,Adult,0.68372,Low,Malnutrition
Eastern Mediterranean,Male,2012,1.34057,3.46352,2.25132,QAT,Adult,2.12295,Low,Malnutrition
Americas,Male,2012,0.86857,5.94926,2.78955,HND,Adult,5.08069,Low,Malnutrition
Africa,Female,2019,6.87537,12.24615,9.3642,GIN,Adult,5.37078,Low,Malnutrition
